,customer_id,review_id,length_scores
47,47448980,R3B3E2E0123J3F,76
48,39550519,R2WGDZBMIMZ1HK,21
49,2476375,R2W7SNCOCHAVOK,48
50,16801898,R3TKTB8TPDMW12,223
51,22190196,R3VUB98IS1VKQC,14
52,26192749,R18TG2USOSVOC3,6
53,52894341,R2EVA14XVX2MH3,326
54,48501328,R2DWIADFBQ3IYG,209
55,41581336,R2J68T8Y2ZWUSP,27
56,27397668,R2VMBHZ9XTC0GQ,34
57,29138846,R23WVQTPI7LGPD,109
58,16890980,R27GI77VF2P6WF,247
59,10583612,R2JTHBK0R10ZW4,105
60,18204093,RRPOCULNRBGQ,200
61,1792911,R1L23IFB85ESH6,183
62,42865544,R802NI63NKL9V,61
63,19658274,RAZX9ZCFPGCKO,20
64,34323478,R4OJIBI7DBHQY,43
65,2572900,R4JILH6CA3ZWE,141
66,12256390,R35NN211X0RGH9,127
67,9094748,RBKUGHHNXVYG0,9
68,15532751,RHK9SLC4KVI7E,8
69,47952503,R1T578QAZDASOQ,109
70,43355838,R2O0LZSPMME6US,16
71,2079819,R1HZRM3VPO0TFQ,18
72,48001426,R174E63UVEWXYD,2
73,47454014,R1URGQG52JBIKA,15
74,25032689,R3GGP4OW20EAGY,35
75,49648764,R1OLWVLQX55BH0,4
76,9485656,R18MK5UOS41XJN,25
77,24055001,R2K2WK38XR5FKZ,6
78,5410422,R1LER8UFIWBNPU,26
79,20891093,R3FBUNWANUJRTU,19
80,43106426,R1BXBS5B1UDJGO,143
81,12061025,RGAH8RF1K8QUI,21
82,43301254,R3MKQZAD0IAFFP,25
83,40963441,R2JK5Y8D5MXAGP,741
84,40085728,R2SAHVFOHVRMS8,54
85,25226778,RIXC8QXB2OESY,189
86,16010470,R2EYF5O4W313NW,21
87,11833191,R3KOQ03SYO1FM2,127
88,27149573,RP9SQJGGAJR7E,64
89,15537118,R2TMCO418IRILU,72
90,12086691,R2SXHHN0P24XX2,289
91,46061275,R1K87KXBZ5FJBE,26
92,43118374,R2H1V2O1SVWULZ,86
93,44239442,R3KWJ45TNIR8O5,30
94,1244351,RHD4B4FI8ZOX0,4
95,25226778,R1D3AHJ7NNDRJB,91
96,3056784,R21D3M96JTK6SK,71
97,11363046,R1F8M0B5J1XM4Y,19
98,14970541,R12LYV1UT0I45R,754
99,6356913,RVQAD1KFHCUM,75
100,15909878,RVL6X6XTAV2OC,6
101,21884750,R316YOL72KM8MN,40
102,5766270,RNAFMG7E8AV98,11
103,24644096,R28KK80NQ1OWX7,43
104,46193396,R8P7Q3NE3Y83S,29
105,45150942,R22AAC9RY7XMWF,24
106,25289305,R2EHRZV0160XIG,72
107,50828061,R5F0MONILUKRP,24
108,23166943,R2GKI73OC3N63O,92
109,35081969,R3DK2D6EHJDM02,9
110,24069312,RBSGTH9P3YLXJ,238
111,14537061,R3OLUK314SVUJX,221
112,52131552,R18ZX5SMSC1R1Z,64
113,9881235,R1ZB72DG09LAHS,84
114,131440,R17Q4M70WS5DLS,18
115,15598455,R2P3L6TOU3J55O,27
116,37813397,RMHGOMLW9JORB,166
117,2997654,RIPOKQX5CN9FX,59
118,41861544,R2H2BYBNRE03O8,48
119,28454959,R2YVX2732SGXKJ,72
120,31469925,R2FWM0FFV79Z6V,17
121,49549198,RI4W4MRE8NCHN,18
122,15507336,RH9OFI5KUZDJ8,365
123,15598455,R1NYCM7RDHSQ4S,27
124,11869862,R1L9T6O2ISEKHI,31
125,42865010,R3VH9560WYL5ND,15
126,1828023,R2WBTGGZVP2RAL,54
127,52529723,R8IL7462X27YZ,13
128,3360607,RXK4UG5UU3AUR,61
129,17559184,R1TBNGCCXGO3MC,13
130,16045037,RDJWALY450ZFW,18
131,28997083,R1DA7Q9CEDRI23,10
132,10425749,R3TS1CJXSSIDVE,48
133,20865748,R2GAR6BGXOTFY1,45
134,49242514,R3KHSTPN35XIKP,134
135,13007309,R2GLAN4K93R537,86
136,2346214,R20KHDRKIU22ZH,88
137,30059074,R2YH2439HLA5J4,2
138,31976175,R3O7LAC6MJB7B,85
139,18007103,R1BUYT6R7LOKFU,89
140,10415884,RQJISYEXZ6OHY,5
141,41558694,R185IGK3SX8JC1,17
142,45926870,R19YGU50OR1ZPK,23
143,2009393,R3FFSP87JNU8SI,44
144,3207933,R3K7Y5MDMTALQN,21
145,28733547,R3G8YNAB1Q3S2M,10
146,50984499,R1NDVPJ30W6O2,61
147,21687432,R2C57357K55UVG,159
148,38360101,RGRM3U2X625NN,26
149,10480122,R2O3VQ0K7B9HBZ,17
150,4375234,RPSE49WSO10DR,22
151,45575279,R36X50FMQHEQHH,5
152,19909472,R3E0BN05HR6LEE,74
153,445209,R3K438SBWF85OY,53
154,33266818,R2V9CHVGB6YBJC,24
155,36525697,R33N33IB4VR1P,20
156,14579833,R2VRREJRR5SEYS,16
157,33276605,R3D1J2M9A4PMKG,100
158,44004584,R31LL9WV55G5MI,34
159,3346319,R34S9L18X7V2SU,101
160,2265767,R1ED9U68DFV8V4,20
161,45506193,R17YPOIKM62BF3,25
162,7737019,R1CUNSRHBYLK9Z,101
163,31860059,R2AH5GMM6QON95,61
164,33582678,R9MJDU3R093NB,22
165,30804678,RIU78P3E611Y6,60
166,33722929,R2B8R3L0CZG4DD,5
167,43050661,R2T76C9JGJ3NJU,79
168,15821693,R3G5H8HACXVU6E,10
169,38186679,RHBRVAQNLK0V6,21
170,1304395,R1EMG9NDRF1CQA,32
171,24318000,RBWOK2EWWQ5VA,401
172,48143398,R1771FYIU642W9,11
173,6223256,R12S0ARHBOUHM4,55
174,13418761,RJWZF0T3DQHIP,406
175,6293745,R3T4FXBLX36ZVL,4
176,52352506,R2MYZ820MAQHH2,58
177,787281,R3NZFPC1A52EBQ,30
178,27053976,R271U9TA3KB9H2,24
179,34426421,R321L5O20GCTH4,7
180,19709513,R2KIYLTNUT9ZDZ,85
181,46357896,R2XVNIWD1KD9W8,689
182,176073,R13DKJ0NSV7EHF,208
183,15600710,R2JTDXDN3EH3LW,147
184,16646171,R3O4VTV6JF3E2G,539
185,45286795,R2I7U743HBLIOM,3
186,139230,RWEDYJ952QEPV,48
187,15032270,R1C73L0BM1ACD6,24
188,44448129,R309CG6X5YVGRC,5
189,36402631,R2XGJAWYFAACG0,1294
190,52223478,R34M1NEAF69R87,481
191,30507637,R2Z0UKSCPQ7J5U,111
192,40393518,R1LTE87RQCCIIF,55
193,23780390,R3UFXVBAEAN5ZR,87
194,19832313,R24APALMI64OU3,69
195,25750755,R13W3EMIUV120L,1198
196,12956836,RBX6BG5QKEHD2,32
197,2649879,R33IRFFLJRBTL3,69
198,4560446,R1SFQ6Z68K1P9Y,385
199,1195910,R1W8JTTB0H7P7N,60
200,23712110,R1TGJ226RFSXX0,66
201,27510710,R2FUDYX5D13R05,99
202,11126362,R3KU91065W0MEB,17
203,9097384,R1XKFXG2ZI8N9T,261
204,50751819,R1VN2IVVHA7ICW,442
205,51690465,RKOS4ID8E1NTB,63
206,3466885,R36ONS0XW4HMY7,26
207,51033952,R18XUEGLSQVMM3,24
208,29182640,R1X5Z3HJS57LIN,3
209,27883925,R1W0ZTD49F5IFI,29
210,33114747,RA8HD2AX0U5T5,57
211,38712635,R251Z55J1AF4JW,41
212,32133759,R1OG4OER2U1R3P,55
213,4361811,R3SHULA7UMVPE1,17
214,47094570,R3NX3GUZXGOE3R,4
215,15331139,R3MUE77IY69LCI,114
216,27470887,R36E4H31GBXB37,283
217,26155827,R30TJ8POYNVCRE,75
218,3243071,R3QHA5X5VBDVAP,82
219,6301648,RJQNG7DPY6EEI,9
220,14045173,R1YRP4MPCUD8WB,49
221,12908465,R39LB21NJRO8VT,50
222,43366331,R22CLKR9Y3035O,17
223,50772322,R1KTAIJ9NN4VC9,39
224,16174558,R32LCL8SAK1I1,67
225,52978754,R3SW1K55Z20RYL,47
226,42391754,R2NWNV371VKOM3,7
227,25659526,R2G9U63HXYJAJ8,119
228,36816790,R1CM91W9HYDP5V,13
229,47702658,R2SWL4208CK2SI,82
230,10876480,R2I61D84SVYIW7,83
231,18222730,R1MA4THSYOMMH1,304
232,125528,RP0AQMVPR45U2,43
233,8225931,R85I6JQCCXIR9,194
234,28229097,R1M5NBPRU9URZ1,70
235,49250634,R286FBMJM6KBVL,4
236,20745964,RNHNGAHNCNU5W,11
237,52944305,R1R92GU8HX3MS3,11
238,10504818,R3R2YD209CFQQB,178
239,33161270,R1Z4RVBMN5RLYX,39
240,15993766,R3HFC2B5Y1CF01,23
241,6190691,RM7SO388DB9PB,55
242,48431246,R39TA8O8BRLQVQ,39
243,23826451,RB0LQREZLOV2Y,378
244,97309,R1COTJL0F63XXN,101
245,32038204,R1N5H6E5242VW,1430
246,11324071,R2T628MWOORD5L,11
247,15214426,R3PQB4F1K68LXC,64
248,1159274,R2L7YRXTTLNWGG,120
249,37396671,R3MFXCEHNLHH8R,55
250,25190579,R1DI8LMTLNLGKN,82
251,19682713,R3BAL1ZKWON7Z3,39
252,36820048,RURYW6CQLBFQ2,127
253,25350258,R1B1FLPOXQQG4U,152
254,41270060,R1INKYY35I6TQ6,1112
255,49911379,RQ6JB8KGZEAQC,15
256,23826451,R1ORLB6LK8H1P7,272
257,530848,R34IQ1X274M44J,81
258,2830811,R3S1GI85510357,10
259,52001826,R1QPO4X602H7LH,272
260,21480574,R2MP3DVMEZVDXA,5
261,33631058,R2355JEJWF7UAE,226
262,20748624,RJ83T6A0CA7L8,80
263,15046514,R1A4NY7GH4T98Y,45
264,47625574,R3GJ0A3IG8GY8I,37
265,3475081,R29UKB7FW8OX7T,31
266,36616212,R2RSUBJ8UEZYUS,93
267,47755069,R18DW3UJOTS2SI,39
268,42654041,R381Z1ZVSKMY2M,55
269,24594507,R3KJZIR3QSSKRZ,12
270,41737036,R3M8B8LWNHVZ4P,157
271,41064051,RONJDHX1W5H7B,1138
272,1004131,R3N6GR9YN7JN6O,55
273,19804332,R1CVQU6MLJUEME,629
274,188059,R2HLT9RAXJYINC,262
275,32968814,R2V3BZMI3YQXX8,27
276,16166868,R3U7KR855K7VBU,61
277,2302064,R2TN6KYBVSC8YJ,7
278,43692768,R6AHCN4OTSO6F,4
279,31162331,R30HC14YUSY2VZ,60
280,21332512,RITAPPDZWSPE,336
281,17447517,R22C1N6ZTRCH9X,19
282,44245595,R1GUZZMIQB1T2T,49
283,216377,R3TRC21N71B5ML,42
284,30987150,R1BACKR7MQPR53,169
285,40932223,R3NPNIVOUUZ6V6,85
286,9312568,R2QNE9BSSN0K7E,254
287,17161394,R11W35AF43HFPN,105
288,2475902,R15GZGYOA7O8SV,87
289,43978148,R16JSEA3U9TUH6,38
290,41999511,R1BZPOWCS51YWW,85
291,37221728,RBWE6NOBQPUVS,50
292,16832823,R1O2CR95Y9JHDD,176
293,34121049,RV5IGY2TW95AU,34
294,221245,R3222TQXKRY5SC,4
295,49583116,R2Q77D7Q5EB0XR,23
296,23616875,R1H5Y9Z2DHRNVO,242
297,31418346,R3SOHUWC5F95Q7,189
298,52929536,R1ZIA9JPKUDRBA,393
299,35288671,RS6BGYKLQ7ROF,185
300,51010048,R1EZPH36V7ZM5P,15
301,43453006,R23LR9XPX8DA6G,13
302,31012670,R2EAQKBUG24R9E,36
303,17057253,RPXDCQ1AW8I6U,32
304,27472230,R3AXWUF0IRZGWA,11
305,9706523,R2MEKKYG0FQ9Y4,41
306,13315279,RXWHLKFN27QXA,30
307,5807833,R1MQJWZVLX625B,4
308,34088837,RM4ZH3280XY7O,111
309,18384477,R3PGIUX1EKQ4SZ,39
310,32971923,R1PWLHUYDMJFYV,53
311,18584978,R1OCN1MBFK15GL,4
312,17200318,R30S1VPVHKH2MA,25
313,24243069,R15KDYNJ3WR8RP,44
314,115345,R2IBYANGYFQ1V5,25
315,38892738,RVOHUPZIPJAFP,83
316,132702,R33U59YX6A4OF7,14
317,2207421,R39564H8KZKVJ0,33
318,31678700,R38CWTC2QKHNS4,192
319,19503480,RWDIQCDXM66ZA,67
320,9600366,R16IHK139ZARUA,174
321,13308005,RHOR6RVMS370J,104
322,43013586,R3MGZ75QFPTB0S,12
323,15165957,R30DV9DJ4YDSEH,4
324,14338649,R1VMJENF098LBW,88
325,41659434,R7L22LEG2BUVA,13
326,51698598,R3QS7HA9QRDIZ9,17
327,25450436,RRLR0UYQ5HEBQ,20
328,45101321,R1JP6MNSIT0U2D,391
329,4888142,R1UUWXSTSYBDRA,33
330,1148824,R3TOTF7UMXG7PK,106
331,13532681,R3MAHRZX4TVR7C,348
332,42133558,R1AEL8XMKRT511,7
333,14694341,R7WBC0JAA9UI,78
334,16606927,R3BTDRVS0QUH91,93
335,2898658,R2KXEAPUMU14IE,57
336,45941344,R34Z5GSD6QVJC0,10
337,2260642,R396KCIONQ5GMH,44
338,14908944,R1RZE8IT05J6D8,10
339,38367373,R3VJXA3GLDX8E9,33
340,52779789,R2IJUP8JD5W160,168
341,15210029,RYV0E9CUARKQO,26
342,49873582,R30XZYR7CNQLJQ,8
343,16358458,RX2TJPSKVFAR2,41
344,111930,RVQ6QWBRBKCNU,324
345,48585750,R9BSZTOXA2VP6,11
346,33802888,RL98J8W0EYXF8,193
347,37084616,R3KD1E9HEX42AL,4
348,14225036,R1GA8ZRKXIEABY,160
349,39412339,RUF3XGO1TYY5M,34
350,1401222,R7NFBSNDY7NI9,107
351,43513634,RH6DCVWOCMMRZ,53
352,17679177,R3G3I8VVGG5UQR,73
353,11491447,R2OCDOIHJVF0EJ,236
354,26412526,R49B90CZF8G9K,87
355,25780394,R1PD6K9907WGKH,38
356,25480860,R1IJODCM3KMBPZ,64
357,18012236,R3Q0LBAFCM37G4,18
358,50027179,R18FK3K0X0ENPK,250
359,10395219,R199SSULGKZ4TV,300
360,2737267,R18R2FSKAOINPA,74
361,10508006,RDGGLG7XECC8I,32
362,45702927,R33GDIZZHPXZD8,36
363,16960773,RSY3NO8QVDBHS,6
364,41543390,R2IAMN88J8S4E6,27
365,2063075,R1RI39B1D8JA2B,34
366,48424535,R1O5WFNMVRPTMZ,483
367,7431437,R2MFB4KCXYQZ8B,27
368,19403480,R3U6T8HOCTTYUX,61
369,5677556,R3PF28VLGJPXV8,38
370,18179651,RWQJH7GNF5XSF,11
371,25395853,R1USLK4CHMECRD,0
372,12125085,R3L1RQZC3MVSNT,11
373,50283277,ROKFHQY8QTHUG,183
374,924194,R141C1YSNM3V1E,34
375,43101718,R12WY8KSEY5M6U,86
376,11067742,R1X0VC3566JGN6,18
377,16985613,R2PESGM2VMZR5A,70
378,41742791,R23992IR32X2TH,776
379,14544335,R3EFSBRW9OOP3,650
380,51168531,R1I1SAO01OYTA3,40
381,17105613,R13APKJ45ZR560,101
382,170713,RARAC9VYGH4JF,38
383,2117966,R2QE1DUCQ6ZMP1,196
384,1907645,R8093YI7FNCCL,23
385,21330202,R5GD1XUUIKI8U,89
386,32467074,R32ZA00TYXQ3FK,39
387,110441,R2QYE2K3MZ70QR,10
388,11491447,R327ERFWDV0QKV,314
389,10557964,R3FW20KZQ1ZBT7,92
390,2079938,R2QB62ZUJPQ13A,370
391,11197068,R1OOWBOVU8QDZJ,4
392,26086779,RA7Y2GZ9UL6U7,5
393,10370463,R1VZZKZ6Q9X5RW,7
394,2497803,R3ROTWGAX1TJES,30
395,7862682,R2NPZACR9434BC,72
396,15219852,R2MM1WZ7PZ0DVF,340
397,10420191,R106KBKGNXHNN9,95
398,44157787,R9TWTAIG1G8TG,85
399,16656300,R3U668T3TDBR0,5
400,21279067,R15HQ2NJS614NB,223
401,51746033,RFUK2PGCQ76G,177
402,14400882,R2DWUN855LF6U6,15
403,24659376,R23BZYKURHZT57,46
404,1297040,R2DC6J1ZW4OHM7,63
405,32074436,R3KMVTYXYDOU1O,40
406,647813,RDASSJPEKCAT1,16
407,18541746,RL3BC3C5K1YAH,63
408,44471200,RJ9OFF1J15SP4,17
409,22626548,RBKZU14AS6JSN,181
410,7274926,R1GPGS78EM9C8V,89
411,44372706,R1JDJEZMPIYIVT,86
412,40083673,R29QNW9F9KNCGT,140
413,36866008,R3T04LU0Y3ISRP,24
414,14414189,R18MHHFKCQSFQP,121
415,13534991,R3ISGPEW3GWCVT,11
416,34746289,R8GTHZWR95D9E,298
417,1361598,R2X798R2P84JIA,16
418,48546710,R243D7ZV85WV1E,33
419,44456431,R8G3DUEMYGGZF,27
420,18132839,R1MT6EWYM9A5RS,188
421,781699,R1361XYJ9NCLZ3,1105
422,34307691,RKHDL8NOTEA3B,31
423,13659988,R2QS6V8ZE46VBQ,61
424,1119536,R8CUQASNV031M,21
425,1913472,R1ESEZXMRNVIWB,141
426,27278599,R2PTLOBMINWYI8,94
427,6248546,R253PAXL7LR1GZ,137
428,22654450,R2RF6MU1Q0LLSC,10
429,47526898,RXYQZTNV79JZO,472
430,13585462,RWC8SDJU82YT6,144
431,39018235,R3AGL336P2QK6P,12
432,16277617,R1PZ5OO46UXE7P,29
433,47945887,R1F2X31IA2YBFT,130
434,16189998,RM1P5CBRCW1J0,9
435,14884896,R31SIMB3OF2UTC,36
436,1276529,R2BM2YEP0S2A2D,123
437,30554689,R35PXIOJ1Q75VQ,7
438,50828413,R3JFU3XU7R1CVC,50
439,51486778,R1E8YDQ6S8VBC0,65
440,21032808,RXK145HZIBDDY,82
441,42049863,R1R0U06CD4A3MF,61
442,2487899,R2M5F3I1UG7PO0,15
443,45947289,R23XVIG5RJ3GWC,18
444,16120627,R2EAP8ADGFMJ5E,28
445,6206076,R2CKLMJY4VAQMO,72
446,49796412,R3578W4KDPRCPE,139
447,46609348,R9GF5DY1U2TBO,4
448,32384953,R2MUEPJTHNLJ69,122
449,1258489,R2FCJ99ULRAHLX,27
450,18213383,R21U0KGQ0BHLUA,761
451,40392893,RCCUGPQOZ0K5,350
452,21518557,R2OUZD0C3A1P5P,23
453,40676786,R3NSU64JTA5C4T,51
454,1258192,R1FMQV30U2CQJ,149
455,1578888,R1ZCMRE0LNBW48,25
456,30959841,R13AQMUUUFCUXG,18
457,28244253,R2XKSGAW5T4UZI,12
458,34451018,R4Y307X5B7N9E,44
459,9409243,R1LVQSBXKHCG8V,5
460,33421390,R9M5461GU327E,21
461,51672005,R2SIAIYMJL3UP9,53
462,3054781,R3PDEEDY5UNSZV,12
463,41143885,R3JK83HL453P1D,83
464,46795920,R1MEVDQTY3TXEA,280
465,1337315,R29VZYH0FZEL5D,29
466,24060667,R290HFEPY1DAYQ,107
467,48538716,R2G66RIEVYZWN8,45
468,1590685,R12Q4C7XNW665,4
469,39532206,R380KGHRX8CT0H,4
470,45311432,R3BOV5WR2VCK6L,229
471,11778320,R1DVIWDX0J7V3E,172
472,12342948,R2DPCF02NONCP0,25
473,37257853,R3FUY6N5G1CML2,65
474,51629767,R1F0EMP3M9Q7HP,126
475,49796412,R11YMQE3QZQJ27,95
476,27567125,R3REZFRYNXJ184,26
477,15772725,RMCRCZ6GQ5O2K,10
478,30554689,R3H5NR66VPQYF4,21
479,48325083,R3FAV28GYZDFNS,18
480,2657694,RU0NXI8DAM0IQ,87
481,932359,R1ZZ6A10FSH1PM,122
482,10705335,R1TL2PWLW4GK9J,34
483,38518519,RE4M7OODGT49W,96
484,12405999,R2URV921ZOX5ZH,15
485,2577126,R2GN8YX8SRSUQO,261
486,24901405,R3V7F6BIIS31U2,55
487,676937,R1JNTPJAUMQZ08,324
488,23516414,R1W9CF07Y3MM37,17
489,21714269,R27WBQG4F3EPHI,41
490,17538571,R1XSWSLUNYSS9F,188
491,19974022,R2DVMSVCOHC7N7,59
492,34612131,R2CAESEQG63JI1,24
493,11927311,R3U8UQEMHBYVWE,78
494,12601913,R1YMS4W4XNL87S,42
495,44131190,R10G3P0YNL7O7G,33
496,319219,R14UR1ULX64ST5,94
497,20992492,RXQ7EZ2Y457A7,92
498,300810,R3Q38EEXCSQF8L,2
499,2444916,R3W6UUTNWJ4UN,48
500,50796456,R1RD52GU0YXSZ9,166
501,43801725,R2OA52II65BW2B,36
502,219493,R3LLGZJYS7FUAX,56
503,143247,R1PTHDWKRTF5DT,4
504,38145434,RNSMRW4XGEZMD,39
505,2839399,R3LCTLVUDCYYNY,117
506,20873755,R2S2ZFIOMRVJ3V,195
507,14569513,R2NEVRYCNBURGS,174
508,125368,RNMFOPZN7VKIE,22
509,16412536,R3A99XDTB3S67I,12
510,10884555,R13OBTEA4SP5ZK,20
511,18007119,R1ULV4P92WYTC5,83
512,47796796,R3K70G347GNPS0,84
513,12050162,R3JNDCBPB7VY83,56
514,47939258,R18REOZ98GREJV,24
515,20471903,R28MS1FJ8KT8OY,69
516,1369523,R26Z2XOUN1KDG9,43
517,16581575,R2XQW11Z3GD2Q8,1005
518,24162017,R2M3MXAYY2R22Y,29
519,15166109,R1CTXBZUH2G6B6,4
520,18980754,R3JS8XIGCJN6F0,19
521,24621469,R1SSITYDZJYIRR,111
522,18131269,R37V1D45NB5BF8,62
523,23905269,RUAISGZOXH2M0,209
524,23283210,RXANA0EYBYRNH,22
525,9564198,R1SWVEDYNA8QNU,34
526,14173434,R2VHPXHLAHSS9B,37
527,3698606,R1A5N7EVA0TC9,59
528,40481790,REETTS40B29IF,12
529,21204337,RTUG4Y1WQ85L2,11
530,29092404,R1LK03P7BCJEJD,26
531,14515842,R2ATAT4C75CXU8,318
532,13363427,R3AIXXI6KHUCGV,12
533,18754522,R3AXCLORFO4NRW,36
534,9972186,R2D939OMN6E2MO,24
535,46917633,R31W9Z1Q6Q4T00,4
536,23677792,R1GXMS72U8KZO7,53
537,12259473,R2OZBJU80P77EP,14
538,18206655,R3PAFHYBHQE213,12
539,19674995,R2WPD7I38ZYXSA,246
540,341985,RRNKZYBRPHGV1,43
541,42202276,R1CHEE66HO7JCY,811
542,10324447,R33DCBYNF04Q2R,108
543,143485,RNXAG693O7X35,36
544,15573973,R1VHLYE0VMJEMH,43
545,18899013,R3L3C81PIPFK1G,29
546,19049328,R3LVWEGXP339KH,125
547,1180138,RUDK3Y83KPCUD,84
548,39472629,RW2KO1GW2CJ3Z,148
549,26337051,R3SEL0ZT18GU3U,120
550,749988,R2DF67EWAVVX3,13
551,20011013,R3FHC6KS06D6WL,109
552,17748125,RGP08L8RDVQ85,11
553,158576,RN6ELEPLSPOCU,21
554,13577585,R1A5RKHP4AU9FR,19
555,49188005,R29E9BREUWB72K,28
556,31394982,RI2PSNEIDFIBA,163
557,13529886,R2UXJINUVGACY9,1055
558,42532274,R2S4XKV164VN6I,937
559,174541,R22V0ZF218KW80,130
560,26309774,R1KO6PPD7VESCZ,60
561,14315429,R3O9NAXRDBT51W,125
562,33072806,R1TE9MSMO0RO16,10
563,50915556,R1YTTRQG2CNJTU,29
564,33718161,R3AOYZKRNCU8UV,43
565,15305824,RORHZFEAJSSLV,170
566,24331993,R2Q5UJB4HXQJIC,51
567,2975277,RI9278XWCTZHL,125
568,2043817,R2052W5FHAC81Y,31
569,42416609,R1XNVFQO191WN0,4
570,1820813,R1Z08HKLKPM4RU,7
571,47370130,R1BDJ33X2QXP78,83
572,44900248,RZ8G5UNZ1IE6,35
573,41724080,R273SBAZNQANQT,116
574,792596,R38NCQ61228ZEK,51
575,28581092,R25XXL935CX9M7,22
576,14250726,R49SGL0FITZV4,14
577,14054766,R1VUVIY42YJ370,128
578,48756437,R35KO8ATNMSASQ,191
579,28736123,R3QBL9NAIA14YW,81
580,36872336,RXVOK165DHNI5,65
581,3010670,R4XOH9Q8IQZQM,452
582,13895839,RNY74B8EQXUA6,48
583,46117227,R169YO5F320WQD,508
584,12939903,R11BWKWMNU3ZO,25
585,5001692,R30MKRUWLRMT7Z,12
586,27169479,RZKCQO6ZFO5JU,57
587,6007538,R3GXG3Z3BQ9IME,17
588,25189829,R3353TYUVWWSVK,28
589,43217023,R150TJWGJZ6UD4,196
590,39406815,R33G0DUD9ET655,32
591,26006963,R249Q88L9E5LS6,72
592,24037047,R14LIB8HRXZXWW,78
593,29866142,R3G68R8FN941HK,117
594,1978791,R25BG45LSOCONU,63
595,11975173,R275W40J0BXRCF,27
596,31260165,R25N7M4MC64V2W,73
597,24929679,RKEFT876P8XLI,100
598,2754127,RVM8GB3YX5I49,144
599,21212013,R21DKT7WJ9N94A,35
600,135524,R32WG8UHF10A4S,24
601,42599998,R1YQ5TP4HT8HGU,24
602,9808333,R3VTF0Y2U0W38D,106
603,48023385,RW0IF4X3U8A5K,172
604,48959028,R2SNMP1XULMD1Q,157
605,1830565,R29S4M0EPV4WAC,9
606,147918,R2WLR40KGIUB2,9
607,20886728,R3V3G8DFOWLH5H,177
608,20737314,R1YI1KGLNOHQAG,9
609,23026023,R2K9EXSIANLRNS,122
610,193547,RWMKJ6QTMBQSF,10
611,13526632,R8IIRA8ODJVW6,83
612,42194372,R2ZPRSL2IEE8WS,44
613,37990472,R3VPR24QWBV2M2,78
614,52811628,R5YDPJLRG63AN,156
615,41217062,R29J17IUEUTNI6,150
616,37293313,R3CTWSX8YAH90D,19
617,46336021,R3FST11STYG805,57
618,14783707,R1NF36Q4B7WV4Q,45
619,22631928,RN9KGBJWDDH7O,84
620,12290054,RCCNNB2SM6GNM,26
621,2055063,RZRONP7COKSHE,38
622,13940487,R29PJ6UG3NMHOL,92
623,43114127,R3LD5J71OUGAUV,11
624,13137510,R2U0HQO5BXB36P,7
625,33177916,RBXUICKGHL685,165
626,1397686,R181SPMYTJ74QD,53
627,45880701,R1SMDKEE2ZMTPU,274
628,196208,R2N0L69DVCLSOE,162
629,14007674,R3M1TR0OKERQS0,18
630,10083108,R1Q73EVHPZ3RVV,26
631,9590974,R1EJV4DQXOUGTT,28
632,120586,R1UYNDRNJH0XWL,4
633,2294292,RY61AUHFN8ADI,60
634,20737314,R1SQ40LH3S9VAL,16
